Cluster,Repeats,Closest.upstream,Dist.upstream,Closest.downstream,Dist.downstream,Coords,First_start,First_end,Last_start,Last_end,Cyto_band,Cyto_start,species,flanking,age,
1.688,2,Jockey-3,489,Gypsy-22,2564,X:10521679-10522305,10521679,10521949,10521951,10522305,9D,10466209,D. sim,no,NA,
1.688,1,GENE,647,GENE,362,X:10532987-10533341,10532987,10533341,10532987,10533341,9D,10466209,D. sim,no,NA,
1.688,2,DNAREP1,9454,1.688,1160,X:10552477-10552945,10552477,10552669,10552696,10552945,9D,10466209,D. sim,no,NA,
1.688,1,1.688,1160,Jockey-3,7822,X:10554105-10554439,10554105,10554439,10554105,10554439,9D,10466209,D. sim,no,NA,
1.688,5,GENE,1,Homo6 779 855,8408,X:10572662-10574025,10572662,10572734,10573839,10574025,9D,10466209,D. sim,no,old,
1.688,1,Jockey-3,3330,RSP-LIKE,1,X:10591555-10591871,10591555,10591871,10591555,10591871,9D,10466209,D. sim,no,NA,
1.688,3,RSP-LIKE,4,1.688,7093,X:10595720-10596094,10595720,10595987,10596044,10596094,9D,10466209,D. sim,no,NA,
1.688,1,1.688,7093,1.688,24142,X:10603187-10603272,10603187,10603272,10603187,10603272,9D,10466209,D. sim,no,NA,
1.688,3,1.688,24142,HOBO 1 80,1897,X:10627414-10628092,10627414,10627505,10627916,10628092,9D,10466209,D. sim,no,NA,
1.688,1,HOBO 1 80,15322,RSP-LIKE,17,X:10645390-10645577,10645390,10645577,10645390,10645577,9E,10645359,D. sim,no,NA,
1.688,1,RSP-LIKE,67,GENE,3431,X:10646563-10646745,10646563,10646745,10646563,10646745,9E,10645359,D. sim,no,NA,
1.688,3,GENE,1971,GENE,633,X:10670621-10671459,10670621,10670967,10671346,10671459,9E,10645359,D. sim,no,NA,
1.688,2,GENE,1,GENE,1978,X:10703226-10703659,10703226,10703460,10703472,10703659,9E,10645359,D. sim,no,NA,
1.688,3,GENE,6807,GENE,4518,X:10775189-10775884,10775189,10775396,10775761,10775884,9E,10645359,D. sim,no,NA,
1.688,3,BLOOD,4508,GENE,15270,X:10800725-10801512,10800725,10800778,10801174,10801512,9F,10781791,D. sim,no,NA,
1.688,3,Gypsy8-I,5186,GENE,16311,X:10822749-10823504,10822749,10822892,10823254,10823504,9F,10781791,D. sim,no,NA,
1.688,3,GENE,30,Jockey-8,9221,X:10840485-10841284,10840485,10840591,10840941,10841284,9F,10781791,D. sim,no,NA,
1.688,2,Jockey-8,10080,GENE,34136,X:10860672-10861021,10860672,10860843,10860845,10861021,9F,10781791,D. sim,no,NA,
1.688,2,GENE,1,GENE,4831,X:10896354-10896866,10896354,10896509,10896531,10896866,9F,10781791,D. sim,no,NA,
1.688,1,GENE,1,GENE,5592,X:10943154-10943358,10943154,10943358,10943154,10943358,9F,10781791,D. sim,no,NA,
1.688,1,GENE,1,GENE,8676,X:10997995-10998354,10997995,10998354,10997995,10998354,10A,10976636,D. sim,no,NA,
1.688,2,ROO,12349,GENE,2367,X:11066611-11067321,11066611,11066970,11066971,11067321,10A,10976636,D. sim,no,NA,
1.688,1,TRANSIB2 2283 2844,4255,GENE,16284,X:11126258-11126467,11126258,11126467,11126258,11126467,10A,10976636,D. sim,no,NA,
1.688,2,GENE,2851,GENE,1569,X:11146286-11146858,11146286,11146645,11146668,11146858,10A,10976636,D. sim,no,NA,
1.688,1,UVIR,3107,Jockey-5,17977,X:11217763-11218111,11217763,11218111,11217763,11218111,10B,11198804,D. sim,no,NA,
1.688,2,GENE,836,GENE,523,X:11267931-11268640,11267931,11268290,11268291,11268640,10B,11198804,D. sim,no,NA,
1.688,3,GENE,1,TART,4064,X:11307412-11308236,11307412,11307756,11308104,11308236,10B,11198804,D. sim,no,NA,
1.688,2,Jockey-3,1620,Jockey-3,1408,X:11329850-11330626,11329850,11329939,11330267,11330626,10B,11198804,D. sim,no,NA,
1.688,3,TART,4916,Helitron-N1,5601,X:11370188-11370721,11370188,11370296,11370622,11370721,10B,11198804,D. sim,no,NA,
1.688,1,GENE,549,RSP-LIKE,339,X:11437221-11437577,11437221,11437577,11437221,11437577,10B,11198804,D. sim,no,NA,
1.688,1,RSP-LIKE,1,GENE,1,X:11440439-11440591,11440439,11440591,11440439,11440591,10B,11198804,D. sim,no,NA,
1.688,2,Galileo,2683,TRANSIB2 2283 2844,226,X:11465976-11466810,11465976,11466078,11466741,11466810,10B,11198804,D. sim,no,NA,
1.688,3,GENE,354,GENE,74,X:11536022-11536631,11536022,11536197,11536505,11536631,10C,11489174,D. sim,no,NA,
1.688,4,Galileo,2674,FB4,631,X:11593321-11594285,11593321,11593679,11594207,11594285,10C,11489174,D. sim,no,old,
1.688,3,GENE,6073,G5A,1679,X:11641331-11642347,11641331,11641408,11642164,11642347,10D,11607196,D. sim,no,NA,
1.688,2,Helitron-N1,103,GENE,3019,X:11680006-11680310,11680006,11680186,11680193,11680310,10D,11607196,D. sim,no,NA,
1.688,2,R1-1,10897,QUASIMODO2-I,1176,X:11737639-11738209,11737639,11737869,11737872,11738209,10E,11728874,D. sim,no,NA,
1.688,4,Homo6 763 833,9317,Jockey-3,22943,X:11843544-11844539,11843544,11843599,11844363,11844539,10F,11829939,D. sim,no,old,
1.688,2,HETA 4854 4890,4573,1.688,11537,X:11878219-11878535,11878219,11878426,11878433,11878535,10F,11829939,D. sim,no,NA,
1.688,8,1.688,11537,R1-2,187,X:11890072-11892726,11890072,11890200,11892406,11892726,10F,11829939,D. sim,no,old,
1.688,3,Homo6 787 879,5338,1.688,1174,X:11924581-11925464,11924581,11924899,11925261,11925464,10F,11829939,D. sim,no,NA,
1.688,2,1.688,1174,GENE,863,X:11926638-11926807,11926638,11926724,11926728,11926807,10F,11829939,D. sim,no,NA,
1.688,3,GENE,790,DNAREP1,7215,X:11960806-11961485,11960806,11961008,11961369,11961485,10F,11829939,D. sim,no,NA,
1.688,1,P-1,4666,GENE,16005,X:11987968-11988232,11987968,11988232,11987968,11988232,11A,11982050,D. sim,no,NA,
1.688,2,GENE,319,GENE,68,X:12042302-12042838,12042302,12042658,12042661,12042838,11A,11982050,D. sim,no,NA,
1.688,2,TART,313,P-1,11345,X:12072474-12073209,12072474,12072558,12072852,12073209,11A,11982050,D. sim,no,NA,
1.688,3,P-1,8246,GENE,7153,X:12092876-12093660,12092876,12093149,12093505,12093660,11A,11982050,D. sim,no,NA,
1.688,4,Jockey-3,4073,RSP-LIKE,74,X:12230824-12232347,12230824,12230911,12232202,12232347,11A,11982050,D. sim,no,old,
1.688,1,RSP-LIKE,49,RSP-LIKE,65,X:12234363-12234544,12234363,12234544,12234363,12234544,11A,11982050,D. sim,no,NA,
1.688,2,Jockey-3,9027,Jockey-3,5069,X:12252412-12252752,12252412,12252532,12252647,12252752,11A,11982050,D. sim,no,NA,
1.688,1,S2,10317,GENE,194,X:12308748-12309105,12308748,12309105,12308748,12309105,11A,11982050,D. sim,no,NA,
1.688,2,Jockey-3,4152,RSP-LIKE,226,X:12345651-12346135,12345651,12345910,12346090,12346135,11A,11982050,D. sim,no,NA,
1.688,2,RSP-LIKE,5,GENE,3696,X:12347323-12347764,12347323,12347400,12347407,12347764,11A,11982050,D. sim,no,NA,Not in basal clade
1.688,1,Jockey-3,1361,Jockey-3,657,X:12382684-12383039,12382684,12383039,12382684,12383039,11A,11982050,D. sim,no,NA,
1.688,2,GENE,1,Jockey-2,1110,X:12482095-12482644,12482095,12482451,12482452,12482644,11A,11982050,D. sim,no,NA,
1.688,4,TART,5320,RSP-LIKE,123,X:12512690-12513538,12512690,12512912,12513448,12513538,11A,11982050,D. sim,no,old,
1.688,1,RSP-LIKE,34,GENE,2064,X:12513963-12514108,12513963,12514108,12513963,12514108,11A,11982050,D. sim,no,NA,
1.688,4,GENE,1,GENE,5010,X:12546593-12547851,12546593,12546754,12547486,12547851,11B,12525917,D. sim,no,new,
1.688,2,GENE,14242,Jockey-3,12153,X:12568015-12568475,12568015,12568288,12568293,12568475,11B,12525917,D. sim,no,NA,
1.688,1,Galileo,416,RSP-LIKE,16,X:12603842-12603910,12603842,12603910,12603842,12603910,11B,12525917,D. sim,no,NA,
1.688,2,RSP-LIKE,401,Gypsy-3,4397,X:12605041-12605589,12605041,12605136,12605281,12605589,11B,12525917,D. sim,no,NA,
1.688,1,GENE,514,RSP-LIKE,59,X:12660576-12660761,12660576,12660761,12660576,12660761,11B,12525917,D. sim,no,NA,
1.688,2,RSP-LIKE,401,Gypsy8-I,356,X:12662496-12663002,12662496,12662595,12662736,12663002,11B,12525917,D. sim,no,NA,
1.688,3,GENE,1,GENE,1401,X:12675214-12676023,12675214,12675374,12675923,12676023,11B,12525917,D. sim,no,NA,
1.688,1,GENE,1,RSP-LIKE,1,X:12738144-12738485,12738144,12738485,12738144,12738485,11B,12525917,D. sim,no,NA,
1.688,3,RSP-LIKE,398,GENE,102,X:12741728-12742360,12741728,12741828,12742010,12742360,11B,12525917,D. sim,no,NA,
1.688,2,TART,25826,RSP-LIKE,1,X:12787885-12788394,12787885,12788018,12788046,12788394,11C,12772076,D. sim,no,NA,Not in basal clade
1.688,2,RSP-LIKE,6,GENE,18009,X:12789174-12789580,12789174,12789341,12789342,12789580,11C,12772076,D. sim,no,NA,
1.688,3,GENE,2159,GENE,1375,X:12889053-12889770,12889053,12889177,12889538,12889770,11D,12836467,D. sim,no,NA,
1.688,3,GENE,1,GENE,5678,X:12915702-12916443,12915702,12915984,12916356,12916443,11D,12836467,D. sim,no,NA,
1.688,2,GENE,2419,TART,16018,X:12976177-12976667,12976177,12976302,12976317,12976667,11D,12836467,D. sim,no,NA,
1.688,3,GENE,1,Polinton-1,8678,X:13020651-13021312,13020651,13020877,13021239,13021312,11D,12836467,D. sim,no,NA,
1.688,2,GENE,255,GENE,3535,X:13076767-13077307,13076767,13077123,13077126,13077307,11D,12836467,D. sim,no,NA,
1.688,2,DODECA,1553,Gypsy8-I,3958,X:13140443-13140736,13140443,13140546,13140540,13140736,11E,13113650,D. sim,no,NA,
1.688,3,GENE,149,GENE,1204,X:13234706-13235430,13234706,13234865,13235243,13235430,11E,13113650,D. sim,no,NA,
1.688,2,GENE,1,VEGE,1436,X:13246441-13247041,13246441,13246737,13246738,13247041,11E,13113650,D. sim,no,NA,
1.688,2,VEGE,7587,GENE,15498,X:13256127-13256310,13256127,13256246,13256273,13256310,11E,13113650,D. sim,no,NA,
1.688,1,GENE,685,RSP-LIKE,1,X:13395755-13396089,13395755,13396089,13395755,13396089,11F,13346260,D. sim,no,NA,
1.688,3,RSP-LIKE,5,ROOA,16821,X:13398277-13398981,13398277,13398354,13398719,13398981,11F,13346260,D. sim,no,NA,
1.688,4,Jockey-3,368,TART,2295,X:13459528-13460587,13459528,13459704,13460369,13460587,11F,13346260,D. sim,no,old,
1.688,3,Gypsy-22,20839,Polinton-1,1730,X:13580114-13580845,13580114,13580315,13580651,13580845,12A,13461046,D. sim,no,NA,
1.688,1,Polinton-1,5288,GENE,606,X:13587937-13588048,13587937,13588048,13587937,13588048,12A,13461046,D. sim,no,NA,
1.688,2,REP-2,8109,Harbinger-1,9925,X:13644299-13644913,13644299,13644644,13644864,13644913,12A,13461046,D. sim,no,NA,
1.688,2,Helitron-N1,5399,Homo6 691 760,17605,X:13866429-13866975,13866429,13866576,13866620,13866975,12C,13757666,D. sim,no,NA,
1.688,2,GENE,5888,DOC 459 4703,1283,X:13902456-13903050,13902456,13902724,13902729,13903050,12C,13757666,D. sim,no,NA,
1.688,2,GENE,1,Galileo,19610,X:13940490-13941156,13940490,13940806,13940808,13941156,12D,13903439,D. sim,no,NA,
1.688,4,Homo6 827 874,6704,HelitronN-1,406,X:13983280-13984194,13983280,13983601,13984154,13984194,12D,13903439,D. sim,no,new,
1.688,4,Gypsy-3,5100,Gypsy-10,38469,X:14025787-14027119,14025787,14026142,14026905,14027119,12D,13903439,D. sim,no,old,
1.688,4,Gypsy-10,6417,Homo6 803 871,274,X:14072056-14073423,14072056,14072167,14073250,14073423,12D,13903439,D. sim,no,old,
1.688,2,GENE,1,RSP-LIKE,167,X:14112990-14113407,14112990,14113219,14113247,14113407,12E,14080988,D. sim,no,NA,
1.688,2,RSP-LIKE,1,P-1,13555,X:14114281-14114758,14114281,14114630,14114645,14114758,12E,14080988,D. sim,no,NA,
1.688,2,HOBO 2897 3015,5006,RSP-LIKE,1,X:14163282-14163693,14163282,14163328,14163343,14163693,12E,14080988,D. sim,no,NA,Not in basal clade
1.688,2,RSP-LIKE,167,Invader2,7387,X:14165878-14166408,14165878,14166038,14166060,14166408,12E,14080988,D. sim,no,NA,
1.688,1,GENE,15579,DNA3-1,4514,X:14202320-14202531,14202320,14202531,14202320,14202531,12E,14080988,D. sim,no,NA,
1.688,1,ROO,23,GENE,17343,X:14384801-14384981,14384801,14384981,14384801,14384981,12E,14080988,D. sim,no,NA,
1.688,2,GENE,841,GENE,2673,X:14415311-14415838,14415311,14415649,14415656,14415838,12E,14080988,D. sim,no,NA,
1.688,1,Jockey-6,3202,Helitron-2,5510,X:14635791-14635932,14635791,14635932,14635791,14635932,12F,14510751,D. sim,no,NA,
1.688,1,DOC6,917,GENE,423,X:14691592-14691684,14691592,14691684,14691592,14691684,12F,14510751,D. sim,no,NA,
1.688,3,GENE,1,GENE,7366,X:14692938-14693845,14692938,14693161,14693517,14693845,12F,14510751,D. sim,no,NA,
1.688,1,GENE,8458,GENE,180,X:14710745-14710835,14710745,14710835,14710745,14710835,12F,14510751,D. sim,no,NA,
1.688,8,GENE,415,GENE,653,X:14712094-14714420,14712094,14712343,14714290,14714420,12F,14510751,D. sim,no,new,
1.688,3,Transib-N1,93,TART,1992,X:14917448-14918057,14917448,14917513,14917875,14918057,13A,14873202,D. sim,no,NA,
1.688,1,REP-2,14250,Jockey-3,8873,X:15039505-15039698,15039505,15039698,15039505,15039698,13A,14873202,D. sim,no,NA,
1.688,6,Helitron-1,148,GENE,4914,X:15104180-15105893,15104180,15104343,15105808,15105893,13A,14873202,D. sim,no,old,
1.688,2,GENE,329,GENE,188,X:15264016-15264666,15264016,15264318,15264319,15264666,13B,15131122,D. sim,no,NA,
1.688,7,GENE,459,GENE,220,X:15484496-15485707,15484496,15484696,15485548,15485707,13C,15372315,D. sim,no,,
1.688,2,Helitron-1,1338,DNAREP1,6015,X:15751969-15752421,15751969,15752318,15752319,15752421,13E,15592099,D. sim,no,NA,
1.688,2,GENE,1,GENE,1064,X:15773866-15774297,15773866,15774166,15774167,15774297,13E,15592099,D. sim,no,NA,
1.688,1,GENE,146,GENE,249,X:15940366-15940466,15940366,15940466,15940366,15940466,14A,15907609,D. sim,no,NA,
1.688,1,Gypsy-22,1295,HeT-A3,806,X:16021012-16021113,16021012,16021113,16021012,16021113,14A,15907609,D. sim,no,NA,
1.688,10,GENE,1,1.688,1200,X:16391100-16394496,16391100,16391439,16394297,16394496,14C,16363597,D. sim,no,new,
1.688,3,1.688,1200,Jockey-9,15558,X:16395696-16395944,16395696,16395795,16395871,16395944,14C,16363597,D. sim,no,NA,
1.688,2,HeT-A3,14899,1.688,28277,X:16866557-16867035,16866557,16866684,16866696,16867035,15B,16838946,D. sim,no,NA,
1.688,1,1.688,28277,GENE,20774,X:16895312-16895400,16895312,16895400,16895312,16895400,15B,16838946,D. sim,no,NA,
1.688,1,TART,2067,GENE,433,X:16973694-16973784,16973694,16973784,16973694,16973784,15D,16969024,D. sim,no,NA,
1.688,2,Jockey-6,2384,Gypsy8-I,20481,X:17485871-17486316,17485871,17486026,17486034,17486316,16B,17472088,D. sim,no,NA,
1.688,1,Homo6 827 908,8236,TART,3676,X:17680808-17680844,17680808,17680844,17680808,17680844,16C,17678211,D. sim,no,NA,
1.688,118,RSP-LIKE,1355,GENE,234,X:201288-243720,201288,201410,243399,243720,1A,103614,D. mel,no,old,
1.688,1,GENE,1,GENE,342,X:265155-265382,265155,265382,265155,265382,1A,103614,D. mel,no,NA,
1.688,2,GENE,12240,GENE,4651,X:888852-889831,888852,889181,889794,889831,1D,831097,D. mel,no,NA,
1.688,2,Helitron-1,155,GENE,19042,X:970932-971476,970932,971285,971315,971476,1D,831097,D. mel,no,NA,
1.688,1,GENE,1,GENE,1088,X:1466203-1466405,1466203,1466405,1466203,1466405,2A,1368553,D. mel,no,NA,
1.688,4,Homo6 694 771,9722,GENE,17659,X:1539520-1540690,1539520,1539663,1540379,1540690,2B,1475669,D. mel,no,old,
1.688,5,GENE,7482,GENE,4057,X:1703371-1704749,1703371,1703513,1704575,1704749,2B,1475669,D. mel,no,old,
1.688,1,R1,6931,TART,567,X:1812137-1812480,1812137,1812480,1812137,1812480,2B,1475669,D. mel,no,NA,
1.688,3,TART,4785,GENE,1375,X:1855853-1856514,1855853,1856036,1856401,1856514,2B,1475669,D. mel,no,NA,
1.688,1,GENE,1,GENE,2537,X:1920309-1920444,1920309,1920444,1920309,1920444,2B,1475669,D. mel,no,NA,
1.688,2,GENE,1,GENE,61,X:2191161-2191578,2191161,2191291,2191301,2191578,2E,2173103,D. mel,no,NA,
1.688,5,TART,1660,GENE,2610,X:2210389-2211737,2210389,2210456,2211599,2211737,2E,2173103,D. mel,no,new,
1.688,14,GENE,9121,RSP-LIKE,45,X:2420022-2424601,2420022,2420089,2424442,2424601,3A,2328358,D. mel,no,new,
1.688,1,RSP-LIKE,55,GENE,250,X:2679800-2679949,2679800,2679949,2679800,2679949,3B,2666235,D. mel,no,NA,
1.688,4,GENE,17309,GENE,12978,X:2768725-2769928,2768725,2769006,2769728,2769928,3B,2666235,D. mel,no,old,
1.688,3,GENE,6960,Polinton-1,2416,X:2817806-2818487,2817806,2817996,2818317,2818487,3C,2804156,D. mel,no,NA,
1.688,1,VEGE,1907,GENE,1403,X:2889256-2889365,2889256,2889365,2889256,2889365,3C,2804156,D. mel,no,NA,
1.688,3,GENE,11420,GENE,13510,X:2905652-2906260,2905652,2905743,2906115,2906260,3C,2804156,D. mel,no,NA,
1.688,2,TRANSPAC,14565,GENE,39126,X:3095502-3095744,3095502,3095627,3095669,3095744,3C,2804156,D. mel,no,NA,
1.688,2,GENE,2645,GENE,1367,X:3246865-3247233,3246865,3246972,3246984,3247233,3C,2804156,D. mel,no,NA,
1.688,2,GENE,1,BS2 4439 4525,354,X:3857673-3858208,3857673,3857850,3857851,3858208,3F,3765078,D. mel,no,NA,
1.688,1,GENE,1,GENE,9570,X:3870982-3871178,3870982,3871178,3870982,3871178,3F,3765078,D. mel,no,NA,
1.688,2,GENE,21680,GENE,4603,X:4070884-4071375,4070884,4071241,4071242,4071375,4A,3955447,D. mel,no,NA,
1.688,1,TART,3420,Gypsy-22,11811,X:4177176-4177516,4177176,4177516,4177176,4177516,4B,4115669,D. mel,no,NA,
1.688,1,GENE,7781,GENE,10533,X:4231112-4231354,4231112,4231354,4231112,4231354,4B,4115669,D. mel,no,NA,
1.688,2,GENE,1,Gypsy14-LTR,2996,X:4328632-4329018,4328632,4328783,4328789,4329018,4B,4115669,D. mel,no,NA,
1.688,2,hAT-2,106,RSP-LIKE,377,X:4382553-4382901,4382553,4382681,4382674,4382901,4C,4333244,D. mel,no,NA,
1.688,2,TART,9459,Gypsy7-I,12601,X:4487172-4487634,4487172,4487509,4487548,4487634,4C,4333244,D. mel,no,NA,
1.688,4,GENE,1,GENE,3615,X:4662719-4663675,4662719,4662854,4663586,4663675,4C,4333244,D. mel,no,old,
1.688,4,Gypsy-22,4721,LINEJ1,16992,X:4714086-4714893,4714086,4714221,4714771,4714893,4C,4333244,D. mel,no,old,
1.688,1,DNA4-1,227,GENE,2588,X:4766078-4766139,4766078,4766139,4766078,4766139,4D,4749024,D. mel,no,NA,
1.688,3,GENE,18051,GENE,1280,X:4823734-4824694,4823734,4824073,4824472,4824694,4D,4749024,D. mel,no,NA,
1.688,3,Homo6 727 864,5824,GENE,1860,X:4871477-4872140,4871477,4871549,4871932,4872140,4D,4749024,D. mel,no,NA,
1.688,2,GENE,3363,Jockey-3,8110,X:4964491-4964969,4964491,4964639,4964641,4964969,4E,4964040,D. mel,no,NA,
1.688,2,GENE,9506,1.688,15849,X:5007894-5008396,5007894,5008256,5008299,5008396,4E,4964040,D. mel,no,NA,
1.688,2,1.688,15849,GENE,23693,X:5024245-5024580,5024245,5024389,5024439,5024580,4E,4964040,D. mel,no,NA,
1.688,2,DNAREP2,1729,TART,1395,X:5264845-5265114,5264845,5264991,5265025,5265114,4F,5107107,D. mel,no,NA,
1.688,1,GENE,1,REP-1,4742,X:5460305-5460614,5460305,5460614,5460305,5460614,4F,5107107,D. mel,no,NA,
1.688,4,Jockey-6,1700,GENE,1547,X:5490066-5491467,5490066,5490203,5491286,5491467,5A,5475817,D. mel,no,old,
1.688,3,GENE,1,GENE,3126,X:5502641-5503383,5502641,5502786,5503152,5503383,5A,5475817,D. mel,no,NA,
1.688,6,GENE,3950,RSP-LIKE,183,X:5521450-5523943,5521450,5521805,5523588,5523943,5A,5475817,D. mel,no,new,
1.688,3,Homo6 735 873,11879,Gypsy-24,915,X:5580226-5581196,5580226,5580443,5580841,5581196,5A,5475817,D. mel,no,NA,
1.688,3,Gypsy-22,8483,GENE,5689,X:5644288-5644878,5644288,5644415,5644785,5644878,5A,5475817,D. mel,no,NA,
1.688,3,GENE,1,GENE,608,X:5663524-5664020,5663524,5663581,5663894,5664020,5A,5475817,D. mel,no,NA,
1.688,3,DNAREP1,2,GENE,6551,X:5712045-5712823,5712045,5712259,5712621,5712823,5B,5697153,D. mel,no,NA,
1.688,2,GENE,1,GENE,1240,X:5775416-5775955,5775416,5775775,5775776,5775955,5C,5766003,D. mel,no,NA,
1.688,1,GENE,142,Gypsy8-I,721,X:5813119-5813166,5813119,5813166,5813119,5813166,5C,5766003,D. mel,no,NA,
1.688,3,RSP-LIKE,8,GENE,415,X:5817478-5818144,5817478,5817621,5817985,5818144,5C,5766003,D. mel,no,NA,
1.688,1,GENE,212,Helitron-N2,7171,X:5846318-5846453,5846318,5846453,5846318,5846453,5C,5766003,D. mel,no,NA,
1.688,3,Homo6 767 823,1643,GENE,1304,X:5867017-5867791,5867017,5867192,5867561,5867791,5C,5766003,D. mel,no,NA,
1.688,4,BEL-1,277,GENE,8245,X:5979411-5980546,5979411,5979587,5980327,5980546,5D,5955321,D. mel,no,old,
1.688,3,GENE,623,GENE,3563,X:5993263-5993945,5993263,5993455,5993836,5993945,5D,5955321,D. mel,no,NA,
1.688,4,Galileo,6233,GENE,11377,X:6023359-6024376,6023359,6023479,6024200,6024376,5D,5955321,D. mel,no,old,
1.688,1,Jockey-3,3050,GENE,812,X:6064808-6064917,6064808,6064917,6064808,6064917,5D,5955321,D. mel,no,NA,
1.688,1,GENE,51,GENE,1281,X:6066467-6066677,6066467,6066677,6066467,6066677,5D,5955321,D. mel,no,NA,
1.688,1,Jockey-3,19367,QUASIMODO,6042,X:6165536-6165597,6165536,6165597,6165536,6165597,5D,5955321,D. mel,no,NA,
1.688,4,GENE,3832,GENE,9419,X:6206391-6207849,6206391,6206484,6207495,6207849,5E,6198962,D. mel,no,old,
1.688,2,GENE,1,GENE,17645,X:6312721-6313197,6312721,6312837,6312851,6313197,5E,6198962,D. mel,no,NA,
1.688,1,GENE,1,Homo6 815 871,1880,X:6351215-6351576,6351215,6351576,6351215,6351576,5F,6315089,D. mel,no,NA,
1.688,2,Gypsy-12,5839,GENE,162,X:6383523-6384058,6383523,6383693,6383723,6384058,5F,6315089,D. mel,no,NA,
1.688,2,GENE,131,Homo6 786 848,4487,X:6385030-6385521,6385030,6385368,6385407,6385521,5F,6315089,D. mel,no,NA,
1.688,1,DOC 3 4725,1258,GENE,411,X:6398880-6399044,6398880,6399044,6398880,6399044,5F,6315089,D. mel,no,NA,
1.688,1,GENE,176,1.688,17514,X:6400276-6400635,6400276,6400635,6400276,6400635,5F,6315089,D. mel,no,NA,
1.688,2,1.688,17514,GENE,136,X:6418149-6418624,6418149,6418285,6418286,6418624,6A,6400666,D. mel,no,NA,
1.688,1,GENE,176,GENE,3154,X:6419610-6419969,6419610,6419969,6419610,6419969,6A,6400666,D. mel,no,NA,
1.688,1,GENE,731,GENE,101,X:6477698-6478037,6477698,6478037,6477698,6478037,6A,6400666,D. mel,no,NA,
1.688,1,GENE,396,BEL-20,1908,X:6479245-6479508,6479245,6479508,6479245,6479508,6A,6400666,D. mel,no,NA,
1.688,2,GENE,1,TIRANT,197,X:6562374-6562676,6562374,6562577,6562577,6562676,6B,6516901,D. mel,no,NA,
1.688,2,Jockey-6,708,Jockey-3,876,X:6714927-6715408,6714927,6715023,6715083,6715408,6C,6585391,D. mel,no,NA,
1.688,1,GENE,796,GENE,225,X:6780455-6780565,6780455,6780565,6780455,6780565,6D,6779511,D. mel,no,NA,
1.688,1,GENE,1,GENE,3143,X:6840914-6841198,6840914,6841198,6840914,6841198,6D,6779511,D. mel,no,NA,
1.688,1,ROO,6219,Gypsy7-I,3117,X:6897121-6897424,6897121,6897424,6897121,6897424,6E,6863446,D. mel,no,NA,
1.688,2,Jockey-3,8994,GENE,23099,X:6926897-6927411,6926897,6927211,6927264,6927411,6E,6863446,D. mel,no,NA,
1.688,13,RSP-LIKE,45,RSP-LIKE,76,X:6953087-6957319,6953087,6953244,6957246,6957319,6E,6863446,D. mel,no,new,
1.688,6,Gypsy12-I,22,GENE,2627,X:7017074-7018981,7017074,7017196,7018668,7018981,6E,6863446,D. mel,no,new,
1.688,2,Gypsy8-I,1129,GENE,7208,X:7042032-7042268,7042032,7042139,7042204,7042268,6F,7033899,D. mel,no,NA,
1.688,1,GENE,1429,GENE,261,X:7074118-7074289,7074118,7074289,7074118,7074289,6F,7033899,D. mel,no,NA,
1.688,4,GENE,5759,TransibN1,1402,X:7116080-7117230,7116080,7116164,7116918,7117230,6F,7033899,D. mel,no,old,
1.688,2,Gypsy-22,407,GENE,1,X:7145259-7145753,7145259,7145428,7145451,7145753,6F,7033899,D. mel,no,NA,
1.688,3,Gypsy-15,20817,1.688,24527,X:7187627-7188264,7187627,7187723,7188103,7188264,7A,7150637,D. mel,no,NA,
1.688,3,1.688,24527,Gypsy-23,338,X:7212791-7213474,7212791,7212957,7213367,7213474,7A,7150637,D. mel,no,NA,
1.688,3,RSP-LIKE,256,GENE,23164,X:7242909-7243740,7242909,7243257,7243627,7243740,7A,7150637,D. mel,no,NA,
1.688,2,GENE,15973,GENE,3162,X:7441716-7442225,7441716,7441871,7441921,7442225,7B,7286018,D. mel,no,NA,
1.688,3,GENE,13114,GENE,11080,X:7753092-7753902,7753092,7753413,7753780,7753902,7B,7286018,D. mel,no,NA,
1.688,2,LINEJ1,4258,Homo10 1259 1360,11750,X:7788792-7789286,7788792,7789136,7789178,7789286,7B,7286018,D. mel,no,NA,
1.688,25,Homo10 1259 1360,11827,GENE,4521,X:7812966-7821676,7812966,7813323,7821547,7821676,7C,7801643,D. mel,no,new,
1.688,2,Jockey-15,6437,M4DM 1 1435,1331,X:7844128-7844450,7844128,7844304,7844307,7844450,7C,7801643,D. mel,no,NA,
1.688,1,GENE,1,DNAREP1,1647,X:7885246-7885389,7885246,7885389,7885246,7885389,7C,7801643,D. mel,no,NA,
1.688,2,Polinton-1,10852,GENE,5285,X:7989825-7990412,7989825,7990160,7990166,7990412,7D,7947830,D. mel,no,NA,
1.688,3,MINIME,856,HeT-A3,9202,X:8000982-8001685,8000982,8001138,8001504,8001685,7D,7947830,D. mel,no,NA,
1.688,3,GENE,197,Galileo,6025,X:8021542-8022329,8021542,8021722,8022073,8022329,7D,7947830,D. mel,no,NA,
1.688,1,GENE,1,GENE,130,X:8129561-8129682,8129561,8129682,8129561,8129682,7D,7947830,D. mel,no,NA,
1.688,2,GENE,189,GENE,144,X:8152464-8152804,8152464,8152624,8152631,8152804,7D,7947830,D. mel,no,NA,
